0 0
0 1
0 2
0 3
0 4
0 5
0 6
0 7
0 8
0 9
1 9
1 8
1 7
1 6
1 5
1 4
1 3
1 2
1 1
1 0
1 1
1 2
1 3
1 4
1 5
1 6
1 7
1 8
1 9
2 9
2 8
3 8
3 9
4 9
4 8
4 9
5 9
6 9
7 9
8 9
9 9
10 9
11 9
12 9
13 9
14 9
15 9
15 8
15 7
15 6
15 5
15 4
15 3
15 2
15 1
15 0
15 1
15 2
15 3
15 4
15 5
15 6
15 7
15 8
15 9
16 9
17 9
18 9
19 9
